Page Views,Session Duration,Bounce Rate,Traffic Source,Time on Page,Previous Visits,Conversion Rate
4,5.736427276,0.552722867,Organic,2.892015115,4,1
5,2.759146973,0.273600046,Social,1.853439804,3,1
3,9.72149194,0.159007987,Paid,2.237548302,1,1
7,3.327674415,0.67117782,Organic,10.75544236,3,1
2,0.577751613,0.160230757,Social,1.498222682,3,0.838406151
5,1.926126877,0.33322582,Paid,6.633625657,2,1
10,3.136616199,0.361554189,Direct,2.496411124,3,1
7,0.086015513,0.291312499,Direct,0.517605415,1,0.832466902
7,0.045067619,0.329030485,Direct,3.408635542,1,1
10,0.415728289,0.262850065,Organic,13.63962071,2,1
1,0.869711356,0.118907584,Organic,5.90091089,0,1
5,1.683984658,0.157841287,Direct,0.209127312,3,1
3,2.005015278,0.143222569,Paid,5.504601131,1,1
8,0.445596113,0.174029271,Organic,2.699797958,4,1
7,3.356979946,0.163002423,Social,1.20327861,2,1
3,2.720046589,0.792654782,Organic,2.402637131,4,1
1,1.046392864,0.253216988,Referral,1.266106876,1,1
5,0.041262114,0.133916763,Social,0.572741948,0,0.528802627
3,0.242484773,0.167243421,Social,1.722424782,1,0.50822676
6,1.491235527,0.050577028,Organic,2.05062565,3,1
3,0.501616806,0.255697472,Paid,1.998384892,2,1
4,1.418757736,0.281449719,Paid,2.35345073,3,1
5,2.968057253,0.695008851,Paid,1.881070385,2,1
8,2.377162243,0.231774866,Organic,3.280392214,0,1
7,0.788679157,0.345858409,Paid,8.616289797,2,1
5,1.263971802,0.181412395,Paid,0.644302448,1,0.927654017
4,2.855996213,0.387096181,Paid,4.357585118,1,1
6,5.916716777,0.441248319,Social,4.323490699,2,1
8,4.197694321,0.06006809,Paid,1.295974929,2,1
4,2.418275999,0.007868091,Organic,7.360139157,0,1
3,1.349629038,0.478026952,Referral,0.673726946,3,1
2,1.362633106,0.356761142,Social,5.528478252,1,1
3,6.346258619,0.082811695,Organic,3.578504027,2,1
9,0.120103089,0.413105125,Referral,1.235251885,2,1
5,13.26421013,0.07920017,Organic,8.725271739,2,1
4,3.275286114,0.317150776,Organic,0.627118185,1,1
7,3.428987784,0.21073013,Direct,7.593991678,2,1
8,0.116215741,0.497867083,Direct,1.902036146,4,1
4,2.790631047,0.414140172,Paid,2.707655757,2,1
4,1.98947256,0.16358183,Referral,1.17401266,5,1
8,0.33540668,0.424102463,Social,2.04213062,3,1
5,0.976866383,0.420538209,Direct,6.108036618,2,1
5,6.6304131,0.450129415,Paid,4.202479922,2,1
6,2.395445862,0.476047048,Paid,10.21244597,2,1
7,1.600321138,0.351838663,Paid,1.372679456,5,1
2,0.226376695,0.040495972,Organic,2.413296505,2,1
1,3.756565438,0.568450678,Paid,4.436431522,0,1
7,3.640562964,0.326215312,Social,4.452984315,7,1
5,2.856092662,0.233084838,Social,2.583004418,4,1
4,2.141658133,0.169027932,Social,1.045512406,1,0.904988387
4,1.706341075,0.558438207,Organic,7.812038667,5,1
3,2.698825175,0.342324358,Paid,1.37532703,0,1
8,0.797352579,0.789795452,Organic,1.958779602,3,0.958407796
7,8.503855265,0.115574108,Organic,2.598160573,0,1
1,2.665986781,0.018612442,Direct,4.128671031,4,1
2,1.11838007,0.302519321,Paid,1.239293758,2,1
4,1.791765242,0.373464416,Social,2.526628101,4,0.952466138
6,4.914820917,0.476520171,Organic,5.83724341,0,1
4,0.528837366,0.230609813,Paid,9.15937315,1,1
6,1.03947642,0.227726906,Referral,1.691866096,1,0.977705519
8,3.413694105,0.269481993,Organic,0.594506407,1,0.980397378
7,1.137152598,0.168316577,Organic,4.34690697,2,1
5,4.717896134,0.39422182,Organic,0.7730915,4,1
2,0.419350359,0.239935332,Referral,3.940186226,4,1
1,4.315115515,0.567646641,Direct,2.777165188,0,0.951611594
7,0.212399736,0.117868831,Social,2.617454853,2,1
4,0.038017715,0.188414322,Direct,1.306244472,3,1
1,6.854928694,0.242393074,Social,10.41547871,1,1
6,2.612082822,0.197705412,Social,2.297362733,0,1
5,1.300792453,0.3991072,Paid,5.418335299,0,1
8,0.794220338,0.2230009,Paid,3.473259751,0,1
5,2.878266355,0.159566917,Paid,4.891406796,2,1
4,2.133946795,0.323782943,Social,8.43677391,1,1
10,14.33777637,0.309484183,Organic,1.312369931,1,1
7,12.2619853,0.365997867,Organic,1.613104655,1,1
4,3.023775696,0.432309718,Direct,2.096672242,1,0.822033603
8,1.754872745,0.649902041,Organic,8.334458771,4,1
5,2.026752762,0.084160727,Direct,5.725969783,1,1
5,3.441634589,0.398045129,Referral,2.854758956,1,1
5,0.321334624,0.09209787,Organic,2.512742806,1,1
2,1.194062985,0.097201303,Referral,2.178513118,1,0.961311664
3,0.234767698,0.138081862,Social,4.313047966,3,1
4,0.228572874,0.026546465,Organic,8.050592305,2,1
9,0.653868246,0.205359798,Social,4.563618804,2,1
0,1.992240767,0.357889124,Social,3.300227848,3,1
5,4.608204397,0.091569081,Organic,5.059560529,2,1
5,1.993655213,0.510478348,Organic,1.890173686,1,1
5,1.226055609,0.122064153,Organic,9.069597697,3,1
5,0.25782745,0.023322517,Organic,9.055312572,0,1
4,2.39749389,0.084715145,Organic,3.145491105,4,1
9,0.949350139,0.09188305,Referral,1.746818773,3,1
6,2.863022979,0.457164239,Organic,1.746603375,3,1
2,11.34137139,0.390301342,Social,2.458419805,1,1
6,0.35403502,0.232811938,Organic,4.064775167,2,1
6,0.715249012,0.329877148,Paid,0.505146668,4,1
6,1.922202407,0.471019294,Referral,2.766064942,3,1
5,10.38416239,0.314335172,Social,5.946264438,1,1
2,4.43272705,0.28598545,Paid,2.338076626,0,1
5,6.855095957,0.460388216,Organic,1.56601603,1,1
3,1.218112634,0.133241515,Social,3.832732638,0,1
3,14.49940368,0.072743359,Organic,2.818959229,5,1
3,0.325539159,0.277410551,Organic,5.038873368,2,1
6,0.163282728,0.253145725,Paid,1.06922354,2,0.7642584
6,5.805558737,0.122654777,Social,3.92379441,2,1
4,7.862792386,0.423129407,Organic,8.053915466,0,1
5,0.284862409,0.190941019,Paid,4.039796444,1,0.908741342
5,0.361176876,0.168222488,Paid,1.715552636,0,0.798459022
7,0.101210703,0.3393339,Direct,0.257339681,2,0.987174848
5,0.331144508,0.183055526,Organic,1.428034328,5,1
3,0.704964582,0.036751595,Organic,2.568988402,1,1
4,10.52734538,0.310123641,Paid,0.640532611,1,1
7,3.306598144,0.162100579,Organic,3.043895788,3,1
5,4.522716333,0.28500485,Referral,2.530810379,1,1
7,4.490195276,0.202252771,Referral,1.11504892,1,1
8,2.297629463,0.231686229,Social,4.678400742,1,1
7,4.790882889,0.168928447,Social,5.452857024,2,1
5,2.717592328,0.395902358,Direct,9.591394006,3,1
8,1.133022087,0.045196767,Paid,2.636885612,2,1
4,2.470520144,0.114695175,Direct,0.998782825,2,1
6,2.287546993,0.178998234,Organic,1.195085769,3,1
8,5.202505361,0.294336279,Referral,7.352477028,2,1
6,12.00702784,0.13536982,Paid,3.461222823,2,1
3,1.588204096,0.274286606,Social,2.820098544,4,1
8,4.324034791,0.2391811,Paid,6.479232666,1,1
4,0.315291664,0.437149309,Social,1.819372053,3,1
7,4.499482807,0.389505488,Direct,8.413692091,4,1
2,1.392861178,0.437873795,Referral,2.04612436,2,0.597029999
10,0.120560848,0.105332083,Social,6.033490865,3,1
6,1.354116491,0.123874479,Organic,3.343995628,2,1
4,2.829773936,0.33271551,Organic,3.644371365,2,1
5,0.380944956,0.075670128,Direct,2.617799748,3,1
6,7.732427668,0.129964668,Referral,8.3392635,3,1
4,0.242564455,0.181984804,Paid,1.586114268,4,1
5,7.978068117,0.160501739,Organic,6.762421624,2,1
6,3.684156374,0.465518585,Organic,1.32038281,1,1
3,1.20014421,0.313053672,Organic,0.487403329,3,1
7,1.486581472,0.117719756,Paid,4.575833142,1,1
7,4.050574334,0.602871836,Organic,2.986751161,1,1
8,2.759925791,0.313151433,Organic,3.224841102,1,1
4,3.340960826,0.099975519,Paid,0.823106748,3,1
7,1.478783333,0.127397477,Paid,2.9889362,2,1
3,2.007199281,0.476143201,Organic,1.905431034,1,1
4,13.77601687,0.306382532,Paid,11.02958591,0,1
4,0.722101087,0.256000205,Direct,5.069309677,0,1
0,1.623113279,0.170705004,Paid,3.401470318,2,0.996185861
1,1.035184444,0.434359543,Social,6.16801505,1,0.980189912
1,4.34593317,0.045377183,Direct,2.452759966,2,0.998369068
7,4.331930922,0.09655254,Organic,3.52639315,2,1
5,1.037821697,0.14567486,Organic,2.386727731,1,1
5,0.254681897,0.10294484,Paid,1.980368421,5,1
8,0.034495596,0.324118136,Paid,4.024737292,0,1
3,1.672968427,0.460078283,Paid,6.141878722,4,1
5,1.584615299,0.603165264,Organic,3.134555749,3,1
3,13.36763409,0.098501528,Referral,1.541855598,3,1
5,1.9035147,0.309396648,Organic,2.687957087,0,1
1,0.888830181,0.248912429,Direct,1.934396256,5,1
7,6.655543737,0.308654553,Organic,2.409601036,2,1
2,2.026322303,0.405908393,Direct,2.046413883,0,0.775336583
4,2.742695822,0.207776561,Organic,5.136301194,1,1
6,0.301678545,0.566279256,Organic,12.80147015,4,1
7,1.448252345,0.470775441,Organic,2.332391042,2,1
9,8.65921732,0.284050866,Direct,3.384335095,5,1
4,2.671177399,0.33995081,Organic,2.062480964,5,1
1,1.267079418,0.081871014,Referral,1.750778661,2,1
4,2.947829958,0.082488904,Social,2.067491132,2,1
6,7.237571203,0.092215214,Referral,0.314038741,2,1
3,0.960576952,0.293778491,Organic,5.072772622,3,1
4,2.110300017,0.375728749,Direct,0.93427268,2,1
2,9.559999521,0.067299725,Social,4.440053675,0,1
6,0.567662019,0.225033678,Paid,3.207502056,1,1
8,3.815298389,0.085575178,Paid,2.91613722,2,1
7,2.859494465,0.274069746,Direct,5.223592211,2,1
2,3.415258749,0.208925901,Direct,4.223186087,1,1
6,1.297983101,0.318243695,Paid,4.998269234,5,1
9,1.130105479,0.334574213,Social,4.909407585,0,1
3,3.4580304,0.371905277,Organic,4.880486115,2,1
8,0.728291651,0.198879392,Organic,3.700110175,1,1
7,1.632396255,0.430816827,Organic,8.955681608,2,1
6,0.62541013,0.106303736,Organic,3.632154922,1,1
10,0.025018555,0.212806418,Referral,11.82438278,3,1
5,10.52541519,0.204129248,Paid,1.80038714,3,1
5,1.695333216,0.249412834,Organic,1.196587251,0,1
5,10.45533011,0.161992307,Paid,5.251469916,1,1
5,0.453597439,0.784482714,Organic,0.327198561,1,0.468486127
4,2.655588499,0.216079832,Direct,5.60620716,2,1
10,0.673085502,0.08066381,Social,0.736712968,7,1
3,4.683002388,0.154099872,Organic,2.961305553,2,1
2,4.593308291,0.147940769,Direct,5.585758823,3,1
6,0.358402489,0.241904739,Organic,0.828145316,3,0.719286001
4,7.293453456,0.204583297,Referral,2.714623465,1,1
4,0.649359125,0.152512896,Direct,5.925250856,0,1
8,2.847816116,0.56471266,Organic,0.365810605,1,0.982726067
5,12.72859359,0.157136983,Referral,3.745821535,1,1
4,6.421310333,0.325995025,Organic,2.062483746,1,1
7,9.409395132,0.295559122,Organic,7.440879058,1,1
4,1.258382246,0.320132629,Paid,2.35323792,5,1
2,0.33472483,0.222133457,Direct,12.96431643,5,1
2,0.626046642,0.229511272,Paid,3.377321505,2,1
3,2.082412383,0.469082547,Direct,3.069837449,3,1
3,4.728439976,0.178708412,Direct,1.925624694,3,1
8,0.488099111,0.285469741,Organic,2.431642733,2,1
6,3.234061086,0.286231222,Paid,5.340246996,0,1
0,1.172812656,0.347784441,Referral,2.599769344,2,0.932830269
8,1.252015279,0.547837985,Paid,1.856067682,2,1
5,3.253398034,0.118952118,Organic,0.914731878,2,1
4,1.887698297,0.316972894,Direct,2.226469084,2,1
5,5.014471267,0.28559546,Social,5.131792939,3,1
7,0.50851871,0.539535724,Paid,1.829128578,2,1
6,4.681204332,0.337951822,Referral,16.32290146,3,1
3,0.199173502,0.278446149,Organic,8.343286107,1,1
4,0.647215163,0.414254368,Paid,0.358837972,2,0.926050249
2,3.202646799,0.203828621,Direct,2.532268591,5,1
4,5.791526863,0.304921332,Social,2.143944168,0,1
1,0.873783922,0.219933496,Organic,0.556033141,1,0.801925305
9,1.188884082,0.495141086,Paid,2.210918539,3,1
3,2.310867163,0.104806873,Referral,2.199760346,1,1
1,0.713145637,0.361312018,Organic,5.517536412,2,0.820018995
5,5.00050616,0.505923023,Organic,6.461177333,3,1
4,4.456841416,0.258080711,Paid,5.626578126,1,1
6,0.470985156,0.381699475,Referral,8.166845135,2,1
5,1.869910512,0.047619667,Organic,3.335884109,5,1
8,4.472669064,0.414772948,Organic,3.32845172,3,1
5,1.234432328,0.458863866,Organic,5.268935816,1,1
7,3.00805363,0.246035079,Organic,2.229985485,3,1
4,0.154552974,0.261906826,Paid,3.86127806,4,1
1,2.81475608,0.287894938,Organic,3.721134082,3,1
5,0.49693489,0.150131139,Organic,4.296920724,2,1
4,5.3261822,0.143334457,Social,6.733017067,4,1
3,1.317606144,0.452323237,Organic,1.634691011,3,0.868693089
2,0.991993625,0.20972948,Paid,1.681804785,0,0.860090129
12,5.514459182,0.279516204,Direct,12.08349527,2,1
5,0.154334727,0.020209225,Referral,1.635528335,1,1
10,1.515568606,0.202020509,Referral,2.324713471,3,1
6,1.386123239,0.043257353,Paid,4.610230194,1,1
1,1.005580735,0.199787564,Organic,0.431941819,1,0.511861912
6,7.282892017,0.203025538,Referral,2.063063187,1,1
2,4.170044543,0.283999988,Referral,1.164171833,0,0.972978412
4,0.198173149,0.162738503,Organic,0.887592644,0,0.713097968
5,3.762510093,0.556066136,Paid,6.638986577,2,1
8,2.247877522,0.147413425,Direct,5.649883602,3,1
4,6.933905755,0.130105364,Organic,1.406252623,1,1
2,1.126025491,0.466192105,Paid,6.854873678,3,1
1,2.561088857,0.283508088,Paid,7.175534731,3,1
8,2.083976616,0.742734368,Social,8.168886876,1,1
8,2.017451867,0.171354575,Social,7.289645092,3,1
4,1.8269994,0.156035415,Social,3.931784481,1,1
1,0.690615813,0.048328037,Organic,2.280971104,2,0.999810472
9,4.228196753,0.223936767,Organic,5.614024144,3,1
4,1.800807319,0.272593292,Organic,2.441558899,1,1
2,9.547362292,0.058161654,Referral,4.07025871,6,1
4,0.906594477,0.309701679,Referral,2.199124677,5,1
3,3.444137264,0.181569199,Direct,3.066732517,2,1
